transaction_id,customer_id,product_id,transaction_date,quantity
1807,42,82,2021-08-15,1
1808,702,53,2022-09-26,2
1809,883,64,2022-07-10,1
1810,139,83,2022-03-27,2
1811,615,47,2021-07-15,2
1812,683,6,2021-07-23,3
1813,863,16,2022-04-03,4
1814,273,72,2021-09-14,4
1815,481,18,2022-06-13,2
1816,416,52,2021-09-29,3
1817,506,48,2021-01-09,4
1818,733,43,2021-07-20,4
1819,725,39,2021-02-28,3
1820,853,49,2022-01-28,3
1821,424,12,2022-10-14,4
1822,407,10,2021-04-29,4
1823,568,71,2022-07-07,1
1824,390,55,2022-02-03,1
1825,342,1,2021-11-27,2
1826,946,49,2021-09-24,4
1827,614,36,2022-06-04,3
1828,933,21,2022-11-26,3
1829,493,37,2022-04-25,4
1830,192,24,2021-05-14,2
1831,499,55,2022-11-24,3
1832,822,25,2021-12-21,4
1833,712,7,2022-08-07,4
1834,233,81,2022-05-13,2
1835,945,93,2022-09-17,4
1836,227,94,2021-04-17,3
1837,371,71,2021-10-17,1
1838,139,97,2022-09-21,2
1839,856,71,2022-09-24,4
1840,817,24,2021-05-27,2
1841,149,11,2021-11-23,4
1842,115,73,2022-02-19,1
1843,450,12,2021-07-29,2
1844,63,35,2021-10-23,4
1845,104,63,2022-02-02,1
1846,851,68,2021-04-13,3
1847,871,100,2022-09-28,4
1848,668,92,2022-05-23,1
1849,273,57,2021-07-28,1
1850,6,13,2022-03-04,2
1851,147,23,2022-01-28,4
1852,184,83,2021-04-19,3
1853,998,39,2021-12-14,4
1854,28,88,2021-02-19,1
1855,962,80,2021-04-15,3
1856,550,97,2022-02-24,1
1857,119,12,2022-01-08,2
1858,293,34,2021-01-27,4
1859,371,71,2021-09-30,1
1860,244,75,2022-10-11,1
1861,580,31,2021-12-06,4
1862,726,93,2021-10-28,3
1863,218,62,2022-04-25,1
1864,177,13,2022-06-28,4
1865,299,31,2022-07-11,2
1866,676,2,2021-09-22,2
1867,58,15,2022-06-26,4
1868,269,57,2022-08-19,1
1869,308,75,2021-06-15,4
1870,570,34,2021-11-12,4
1871,288,68,2021-01-01,1
1872,977,75,2021-09-18,3
1873,105,29,2021-03-04,3
1874,228,66,2022-04-28,2
1875,247,16,2022-11-07,3
1876,700,39,2021-11-17,4
1877,494,77,2021-07-20,1
1878,83,37,2021-08-10,2
1879,186,81,2021-06-01,3
1880,252,21,2022-10-06,4
1881,355,44,2022-09-18,2
1882,750,19,2022-04-07,1
1883,872,71,2021-08-05,3
1884,696,8,2021-07-15,4
1885,796,77,2021-07-21,1
1886,897,66,2022-10-09,4
1887,938,41,2021-08-22,4
1888,210,75,2021-05-21,4
1889,816,88,2022-12-09,1
1890,808,70,2022-05-13,2
1891,609,61,2022-07-09,4
1892,447,26,2021-02-26,2
1893,460,71,2022-05-19,2
1894,968,83,2021-05-22,3
1895,472,70,2022-12-23,3
1896,720,29,2022-08-07,2
1897,370,66,2022-06-23,3
1898,900,19,2022-10-02,3
1899,934,68,2021-04-16,2
1900,492,58,2021-06-14,1
1901,923,70,2021-08-03,3
1902,137,57,2021-03-12,3
1903,367,37,2022-12-17,1
1904,912,61,2022-10-27,1
1905,184,92,2022-08-02,1
1906,588,30,2021-03-31,2
1907,287,71,2021-08-16,1
1908,472,73,2021-03-20,2
1909,375,25,2022-08-31,4
1910,654,97,2021-12-15,4
1911,749,65,2021-09-03,1
1912,537,6,2021-09-29,1
1913,511,18,2022-02-07,4
1914,802,10,2022-10-31,2
1915,579,92,2021-04-26,2
1916,250,11,2022-03-11,1
1917,920,97,2022-06-14,1
1918,510,65,2022-03-18,1
1919,630,77,2021-06-21,4
1920,73,84,2021-01-16,3
1921,282,65,2021-02-25,1
1922,916,52,2022-08-14,2
1923,960,67,2021-04-13,3
1924,360,82,2021-10-11,2
1925,10,78,2022-12-06,3
1926,211,31,2022-06-01,4
1927,835,91,2022-09-10,3
1928,152,17,2021-10-05,2
1929,5,55,2022-09-04,3
1930,195,93,2021-09-26,4
1931,954,36,2022-02-04,2
1932,283,26,2022-05-18,1
1933,464,53,2021-03-27,3
1934,113,17,2021-11-16,2
1935,271,86,2021-02-01,3
1936,163,25,2021-12-02,4
1937,460,2,2021-02-20,2
1938,105,86,2021-03-20,1
1939,693,5,2022-11-29,1
1940,556,4,2021-06-23,3
1941,282,36,2022-09-10,4
1942,687,6,2022-05-16,4
1943,162,21,2022-07-29,3
1944,983,77,2021-03-17,2
1945,351,89,2021-11-12,2
1946,434,26,2022-01-08,3
1947,852,55,2021-03-22,2
1948,140,39,2022-10-02,2
1949,471,84,2022-11-26,2
1950,132,33,2022-11-28,3
1951,87,14,2021-03-12,1
1952,688,56,2022-10-28,4
1953,183,100,2022-10-14,1
1954,368,81,2021-03-12,2
1955,129,21,2021-02-15,3
1956,246,46,2021-02-16,4
1957,601,16,2022-08-14,2
1958,578,16,2022-02-26,4
1959,670,84,2021-05-29,4
1960,899,29,2021-05-10,1
1961,378,92,2022-04-01,2
1962,149,8,2022-10-01,4
1963,985,88,2022-09-23,1
1964,852,3,2022-05-20,3
1965,433,89,2021-09-01,4
1966,628,19,2022-04-19,2
1967,726,97,2022-01-17,3
1968,469,66,2021-04-13,4
1969,446,79,2022-05-04,4
1970,481,86,2021-02-06,2
1971,884,74,2022-10-16,4
1972,294,82,2022-07-03,2
1973,765,22,2022-06-04,2
1974,143,46,2021-11-29,2
1975,250,91,2022-02-01,2
1976,878,13,2021-10-23,4
1977,948,33,2021-04-17,3
1978,975,5,2022-06-14,3
1979,302,90,2021-03-24,1
1980,25,77,2021-10-15,2
1981,789,27,2022-12-07,4
1982,984,78,2022-04-06,4
1983,889,24,2021-08-03,1
1984,890,67,2021-10-08,3
1985,901,63,2022-04-04,4
1986,70,94,2021-12-10,1
1987,625,99,2021-07-13,3
1988,875,48,2021-06-07,4
1989,112,63,2022-04-10,2
1990,364,78,2021-04-14,1
1991,303,12,2021-02-03,4
1992,471,28,2021-04-12,1
1993,964,44,2022-10-01,1
1994,91,93,2022-12-27,1
1995,530,43,2021-11-21,2
1996,661,17,2022-11-22,3
1997,988,40,2022-08-15,3
1998,739,49,2021-05-21,4
1999,726,85,2022-04-19,2
2000,872,57,2021-01-31,3
2001,663,87,2021-03-04,4
2002,192,84,2022-07-14,4
2003,963,64,2021-03-28,1
2004,552,75,2021-10-31,2
2005,242,57,2021-03-02,3
2006,138,98,2022-01-31,2
2007,345,74,2021-11-30,2
2008,180,74,2022-02-15,3
2009,712,70,2021-10-11,3
2010,503,100,2022-04-11,2
2011,203,88,2021-03-21,4
2012,573,76,2022-11-23,2
2013,192,43,2021-03-18,3
2014,5,23,2022-06-24,2
2015,890,27,2021-12-27,3
2016,237,58,2021-03-18,4
2017,693,37,2022-05-24,2
2018,311,6,2021-06-13,4
2019,549,65,2021-01-09,2
2020,56,6,2021-06-24,2
2021,443,50,2022-04-07,3
2022,237,22,2021-11-03,1
2023,870,88,2022-08-11,3
2024,861,25,2021-09-02,2
2025,197,79,2021-05-02,1
2026,585,90,2021-07-04,1
2027,571,72,2021-02-01,4
2028,752,51,2022-07-23,2
2029,514,88,2021-11-06,3
2030,449,48,2022-01-07,1
2031,360,70,2022-10-18,1
2032,700,99,2022-08-19,3
2033,819,65,2021-02-25,3
2034,30,60,2021-09-30,1
2035,779,46,2022-04-09,3
2036,988,36,2022-11-09,4
2037,108,58,2022-04-01,1
2038,844,76,2022-11-01,4
2039,935,38,2021-09-06,2
2040,602,11,2022-11-29,4
2041,717,12,2021-03-19,3
2042,891,42,2022-06-18,1
2043,968,39,2021-04-18,4
2044,959,71,2021-09-30,3
2045,960,11,2021-01-15,3
2046,445,36,2022-01-05,4
2047,893,52,2021-10-31,1
2048,438,31,2022-11-03,4
2049,732,33,2021-07-24,2
2050,890,13,2021-04-23,4
2051,606,18,2022-11-11,4
2052,457,41,2021-09-10,1
2053,615,58,2022-03-17,4
2054,735,56,2021-07-05,3
2055,698,24,2021-08-15,1
2056,981,73,2022-06-12,3
2057,696,31,2022-10-30,1
2058,495,55,2021-12-20,2
2059,674,10,2022-09-15,2
2060,247,60,2021-01-01,2
2061,543,2,2022-07-07,4
2062,564,15,2022-07-14,2
2063,857,3,2022-02-24,1
2064,588,43,2022-09-12,2
2065,897,31,2021-06-10,1
2066,439,70,2021-06-10,3
2067,278,67,2021-05-08,4
2068,552,56,2022-12-23,3
2069,613,63,2021-05-31,3
2070,111,75,2022-03-20,2
2071,385,15,2022-04-16,2
2072,833,92,2022-04-08,2
2073,761,10,2022-12-31,3
2074,191,38,2021-01-30,4
2075,490,47,2022-04-18,4
2076,694,57,2022-07-11,3
2077,426,50,2021-03-21,4
2078,405,71,2021-02-08,3
2079,335,15,2021-08-28,3
2080,209,18,2022-07-11,4
2081,22,82,2022-08-13,1
2082,678,88,2021-12-03,1
2083,611,2,2021-10-07,2
2084,208,84,2021-04-26,4
2085,8,98,2021-09-26,2
2086,702,43,2021-12-01,3
2087,687,26,2021-11-08,1
2088,785,71,2021-02-22,4
2089,529,38,2021-03-09,4
2090,602,94,2022-11-25,4
2091,653,42,2021-02-03,1
2092,657,5,2022-01-21,2
2093,166,11,2021-09-06,1
2094,849,65,2021-04-21,2
2095,496,34,2021-04-04,3
2096,590,1,2022-02-14,3
2097,429,83,2021-06-28,2
2098,774,2,2021-02-16,3
2099,163,85,2022-08-27,3
2100,366,20,2022-01-11,4
2101,526,61,2022-12-25,4
2102,239,87,2022-08-10,1
2103,72,21,2021-07-21,1
2104,445,88,2022-03-21,1
2105,655,68,2021-10-24,4
2106,822,12,2021-11-04,1
2107,509,22,2022-12-24,1
2108,795,20,2022-05-08,4
2109,269,82,2021-12-04,2
2110,753,1,2022-10-08,4
2111,415,30,2021-03-07,2
2112,245,97,2022-02-26,4
2113,675,24,2022-06-24,1
2114,60,14,2022-09-21,3
2115,6,36,2022-05-08,3
2116,709,69,2021-11-13,2
2117,982,75,2022-09-18,2
2118,570,24,2021-03-16,2
2119,817,60,2022-12-15,3
2120,407,95,2021-02-28,2
2121,217,55,2022-01-21,4
2122,930,77,2021-01-15,4
2123,26,80,2021-08-19,3
2124,815,24,2022-09-09,4
2125,5,77,2022-11-08,2
2126,986,24,2021-07-18,3
2127,532,54,2021-12-20,2
2128,390,26,2021-02-04,4
2129,710,66,2021-06-11,2
2130,571,80,2022-04-16,3
2131,448,38,2022-06-15,2
2132,754,65,2022-02-27,4
2133,146,75,2021-12-14,1
2134,388,51,2022-11-25,3
2135,785,35,2021-05-27,2
2136,249,43,2022-01-09,3
2137,526,29,2022-11-19,2
2138,462,37,2022-11-06,1
2139,13,81,2022-02-20,4
2140,903,58,2022-11-18,2
2141,384,54,2022-05-09,2
2142,556,39,2022-07-13,1
2143,887,42,2021-09-13,3
2144,399,28,2022-11-17,4
2145,19,29,2021-04-13,2
2146,575,43,2021-05-01,2
2147,491,3,2022-02-23,4
2148,751,10,2021-12-16,1
2149,419,59,2022-10-19,3
2150,337,14,2021-02-11,4
2151,419,76,2022-01-02,3
2152,915,47,2021-01-29,1
2153,916,42,2021-01-14,1
2154,612,94,2022-04-30,4
2155,675,32,2021-07-08,2
2156,928,32,2021-10-22,1
2157,122,42,2021-07-02,1
2158,432,32,2022-07-02,4
2159,44,26,2021-02-06,4
2160,872,1,2021-01-14,4
2161,920,56,2022-09-27,1
2162,317,2,2022-08-18,3
2163,381,81,2021-06-08,1
2164,145,30,2022-05-09,4
2165,327,71,2021-11-25,2
2166,363,52,2022-09-06,2
2167,50,91,2021-03-24,4
2168,65,9,2022-07-10,2
2169,355,22,2022-08-03,1
2170,800,34,2022-07-14,3
2171,164,49,2022-07-23,1
2172,141,1,2022-08-10,4
2173,966,73,2021-01-22,1
2174,826,84,2021-05-12,2
2175,128,53,2022-04-10,1
2176,398,83,2022-04-01,3
2177,933,100,2021-10-29,2
2178,880,40,2021-09-24,3
2179,463,45,2022-01-30,3
2180,751,68,2021-04-30,3
2181,836,9,2021-09-03,1
2182,808,22,2022-07-22,1
2183,187,18,2021-02-07,1
2184,720,76,2021-09-02,1
2185,732,43,2021-01-21,2
2186,912,39,2021-04-20,1
2187,190,73,2022-08-29,2
2188,388,6,2022-01-29,3
2189,429,83,2022-02-14,2
2190,858,48,2022-10-10,4
2191,284,7,2021-01-08,1
2192,864,80,2022-03-20,4
2193,237,69,2021-11-24,2
2194,194,16,2021-10-17,1
2195,287,1,2022-05-26,4
2196,771,37,2021-12-27,1
2197,758,83,2022-08-22,2
2198,136,37,2022-12-17,4
2199,792,81,2021-08-07,2
2200,783,64,2022-02-10,4
2201,171,90,2022-09-13,3
2202,159,86,2021-08-08,3
2203,201,62,2022-08-18,3
2204,487,72,2021-04-17,3
2205,557,61,2022-08-04,3
2206,962,33,2022-09-01,2
2207,776,66,2022-12-25,3
2208,583,30,2021-10-13,2
2209,504,20,2021-01-08,3
2210,876,60,2021-07-08,1
2211,371,82,2021-03-22,3
2212,103,74,2021-04-18,1
2213,125,24,2021-11-17,2
2214,313,4,2022-08-02,3
2215,976,37,2022-11-17,4
2216,995,4,2021-12-12,2
2217,798,77,2021-11-24,3
2218,458,89,2022-07-09,2
2219,230,77,2022-11-30,4
2220,658,18,2021-10-29,3
2221,882,88,2021-07-19,4
2222,197,66,2022-02-23,3
2223,885,48,2021-02-08,1
2224,733,33,2021-11-03,2
2225,423,58,2021-01-04,4
2226,572,83,2022-09-25,2
2227,610,73,2021-03-18,4
2228,171,28,2022-04-13,2
2229,382,35,2021-06-28,2
2230,173,10,2022-10-07,2
2231,663,65,2021-10-03,1
2232,453,42,2021-06-01,3
2233,350,85,2021-06-13,1
2234,902,9,2021-10-17,2
2235,952,60,2022-01-13,4
2236,634,15,2022-09-13,2
2237,494,99,2022-09-30,3
2238,620,57,2021-11-06,1
2239,4,69,2022-01-24,3
2240,93,22,2022-10-20,4
2241,919,64,2021-07-02,3
2242,6,41,2021-11-02,1
2243,288,87,2021-03-13,4
2244,618,71,2021-08-07,3
2245,146,56,2022-12-20,1
2246,783,23,2021-06-22,1
2247,424,25,2022-10-15,2
2248,890,91,2021-09-29,3
2249,608,6,2022-12-27,4
2250,457,34,2022-04-13,2
2251,741,63,2021-09-26,3
2252,202,9,2021-01-20,3
2253,212,60,2022-08-01,4
2254,6,49,2022-05-18,2
2255,624,97,2021-05-27,2
2256,376,51,2022-03-05,4
2257,891,60,2021-06-14,2
2258,447,70,2021-11-06,1
2259,835,37,2022-06-02,4
2260,106,31,2021-01-14,3
2261,651,98,2021-05-12,4
2262,811,41,2022-03-15,1
2263,401,62,2022-11-05,4
2264,96,93,2021-09-20,3
2265,388,58,2022-10-05,3
2266,959,14,2021-08-13,4
2267,452,36,2021-09-15,4
2268,849,36,2021-08-22,1
2269,809,79,2021-12-02,1
2270,979,8,2022-02-13,3
2271,901,26,2021-01-24,2
2272,416,36,2021-09-28,2
2273,726,48,2021-04-05,2
2274,504,85,2021-05-22,2
2275,454,28,2022-11-25,3
2276,291,68,2022-12-19,2
2277,534,62,2021-03-22,2
2278,193,80,2021-10-01,4
2279,980,86,2021-10-03,2
2280,150,76,2022-04-10,4
2281,880,80,2021-07-27,3
2282,759,51,2021-10-23,4
2283,779,42,2021-02-08,1
2284,973,29,2021-10-15,4
2285,763,82,2021-05-04,2
2286,515,10,2021-10-10,4
2287,393,39,2021-06-29,4
2288,316,82,2021-04-07,3
2289,76,1,2021-07-10,3
2290,599,39,2021-03-15,2
2291,270,21,2022-03-23,1
2292,225,65,2022-05-12,1
2293,530,15,2022-07-15,4
2294,113,4,2022-04-29,1
2295,251,60,2022-12-23,3
2296,233,61,2021-04-26,2
2297,841,20,2022-06-19,2
2298,791,10,2021-04-08,3
2299,714,87,2021-11-24,2
2300,83,34,2022-02-11,4
2301,125,48,2021-11-09,2
2302,175,33,2022-12-03,1
2303,69,98,2022-11-25,2
2304,47,61,2021-05-28,2
2305,884,10,2021-12-08,3
2306,256,54,2022-05-10,3
2307,727,84,2021-01-23,1
2308,30,65,2021-04-15,3
2309,281,77,2022-11-06,1
2310,924,1,2022-08-02,4
2311,994,5,2022-07-12,1
2312,237,80,2022-08-16,2
2313,248,15,2022-10-21,1
2314,368,28,2021-08-10,4
2315,495,95,2021-01-15,2
2316,25,23,2022-09-25,1
2317,586,17,2021-03-19,3
2318,718,98,2021-11-18,3
2319,490,13,2021-08-29,3
2320,494,14,2021-01-18,1
2321,314,11,2022-03-30,1
2322,606,28,2022-03-19,4
2323,375,42,2021-10-04,2
2324,639,96,2022-02-28,2
2325,937,99,2022-04-21,2
2326,25,61,2021-01-27,2
2327,334,64,2022-05-29,1
2328,355,31,2022-04-09,1
2329,116,81,2021-12-29,4
2330,48,73,2022-01-18,2
2331,738,10,2022-06-09,1
2332,778,8,2022-01-17,1
2333,99,21,2021-07-03,1
2334,459,77,2021-07-13,1
2335,523,59,2022-04-07,2
2336,597,50,2021-02-25,2
2337,405,69,2021-08-18,1
2338,214,70,2022-05-04,3
2339,685,30,2021-01-28,4
2340,903,95,2022-08-06,2
2341,503,17,2022-12-23,2
2342,721,75,2021-07-03,3
2343,448,20,2022-03-01,2
2344,894,48,2022-01-10,3
2345,576,73,2021-02-10,3
2346,258,2,2022-04-29,1
2347,844,37,2021-09-17,2
2348,121,1,2022-03-17,4
2349,810,4,2021-03-25,3
2350,978,100,2021-02-15,4
2351,54,54,2022-03-16,1
2352,331,25,2022-11-02,2
2353,784,3,2022-06-03,1
2354,241,9,2022-03-14,1
2355,755,86,2021-05-16,4
2356,530,87,2021-07-02,4
2357,483,76,2022-12-10,3
2358,187,74,2021-06-21,2
2359,858,34,2022-08-13,1
2360,656,43,2022-11-21,3
2361,262,74,2022-06-23,3
2362,953,94,2021-04-30,1
2363,364,22,2021-10-08,1
2364,491,70,2021-11-04,3
2365,431,2,2022-12-09,1
2366,239,94,2021-10-04,1
2367,304,66,2022-06-14,4
2368,298,32,2021-10-22,2
2369,76,16,2021-02-22,3
2370,700,76,2022-03-08,1
2371,333,1,2021-02-21,3
2372,900,72,2022-12-29,2
2373,999,48,2021-03-13,3
2374,758,50,2021-01-28,3
2375,642,13,2022-04-14,3
2376,474,15,2022-07-01,4
2377,827,53,2022-02-05,2
2378,923,44,2021-07-20,2
2379,283,8,2022-09-03,3
2380,591,74,2022-04-11,3
2381,72,46,2022-10-14,2
2382,263,69,2022-08-18,1
2383,703,19,2022-07-14,4
2384,879,38,2022-01-14,2
2385,887,11,2021-06-26,3
2386,942,43,2021-02-21,1
2387,575,20,2021-03-20,1
2388,1000,20,2022-01-20,1
2389,892,21,2022-07-30,4
2390,12,82,2021-01-08,4
2391,141,57,2021-08-02,2
2392,766,50,2021-01-25,2
2393,555,74,2022-03-26,2
2394,17,98,2022-04-02,2
2395,63,26,2022-04-06,3
2396,253,30,2021-07-17,4
2397,465,73,2021-04-04,1
2398,376,31,2022-12-20,3
2399,804,42,2022-03-13,2
2400,981,68,2022-06-11,2
2401,520,61,2022-11-21,3
2402,837,61,2022-01-13,1
2403,90,70,2022-08-10,4
2404,720,78,2021-04-14,4
2405,804,68,2022-11-11,1
2406,796,90,2022-09-19,4
2407,630,17,2021-02-08,2
2408,861,19,2022-04-03,2
2409,175,51,2021-12-30,2
2410,76,70,2021-05-15,2
2411,613,63,2022-01-09,1
2412,926,93,2021-08-20,4
2413,663,75,2021-02-08,4
2414,400,80,2021-02-16,3
2415,782,30,2021-02-05,1
2416,970,25,2021-04-05,4
2417,71,75,2021-12-27,4
2418,180,71,2022-06-09,3
2419,124,26,2021-05-26,2
2420,381,56,2022-01-03,4
2421,293,22,2021-03-06,2
2422,797,89,2021-08-16,3
2423,195,19,2022-06-04,4
2424,911,31,2022-07-09,2
2425,228,26,2021-06-30,1
2426,431,42,2022-05-16,2
2427,942,41,2022-08-20,2
2428,436,100,2021-06-04,2
2429,787,23,2022-06-19,2
2430,461,47,2022-09-19,1
2431,618,13,2022-03-11,3
2432,21,89,2021-04-09,2
2433,64,66,2022-09-08,2
2434,165,66,2022-01-07,4
2435,27,16,2022-07-17,4
2436,311,73,2021-12-28,1
2437,285,28,2021-04-22,1
2438,660,77,2022-03-29,1
2439,281,35,2021-06-18,4
2440,838,41,2022-08-07,2
2441,831,77,2021-05-19,4
2442,164,31,2021-08-19,3
2443,898,85,2021-08-27,1
2444,918,32,2021-09-10,1
2445,224,54,2022-03-12,1
2446,784,98,2022-07-15,3
2447,146,72,2022-02-26,2
2448,965,59,2021-10-30,2
2449,950,41,2021-03-13,2
2450,868,66,2021-09-20,1
2451,30,96,2021-08-10,2
2452,45,54,2021-03-18,4
2453,787,40,2021-03-03,1
2454,471,28,2022-04-16,3
2455,34,37,2021-06-06,3
2456,653,65,2021-05-05,2
2457,427,74,2021-06-10,1
2458,830,55,2022-06-25,4
2459,886,4,2022-09-18,4
2460,221,99,2022-08-14,1
2461,868,10,2022-06-19,2
2462,534,47,2021-04-16,3
2463,692,75,2021-05-11,3
2464,948,14,2021-12-23,4
2465,367,38,2022-11-16,4
2466,932,12,2021-01-02,4
2467,841,45,2021-08-21,3
2468,743,17,2022-01-04,4
2469,915,80,2021-09-08,3
2470,550,35,2021-04-18,3
2471,582,66,2021-10-03,2
2472,116,75,2021-06-29,2
2473,239,41,2022-12-26,2
2474,335,67,2021-10-20,4
2475,441,29,2022-08-07,3
2476,148,18,2021-06-24,4
2477,9,20,2021-05-03,3
2478,288,14,2021-08-15,2
2479,388,34,2022-03-20,2
2480,50,49,2022-03-04,4
2481,850,54,2021-03-24,3
2482,517,31,2022-10-20,4
2483,916,58,2022-09-24,1
2484,855,42,2021-03-06,4
2485,638,58,2021-10-08,2
2486,587,82,2022-01-26,3
2487,677,30,2022-03-04,3
2488,278,25,2022-09-10,4
2489,954,63,2021-04-17,2
2490,836,19,2022-07-02,1
2491,989,72,2022-10-21,4
2492,300,92,2021-09-19,3
2493,802,8,2021-06-08,2
2494,589,95,2021-09-22,3
2495,810,3,2022-04-13,3
2496,649,67,2021-07-21,3
2497,618,86,2021-06-04,3
2498,607,81,2021-01-13,1
2499,135,100,2021-10-24,2
2500,580,17,2022-05-13,4
2501,147,14,2022-08-20,2
2502,490,9,2021-09-02,2
2503,478,62,2021-10-27,2
2504,159,94,2021-12-28,4
2505,384,21,2021-12-20,2
2506,163,76,2022-06-05,4
2507,441,37,2022-01-21,4
2508,853,96,2021-11-08,1
2509,189,11,2022-02-18,3
2510,415,20,2021-10-05,4
2511,339,35,2022-12-16,3
2512,607,53,2022-08-16,2
2513,181,47,2021-12-22,3
2514,288,75,2022-06-09,3
2515,834,52,2021-01-16,3
2516,187,8,2021-02-14,2
2517,884,4,2021-11-17,2
2518,138,27,2022-10-13,4
2519,130,44,2021-11-22,4
2520,194,40,2021-05-28,1
2521,316,47,2021-12-21,2
2522,984,94,2021-08-24,1
2523,785,44,2022-12-04,2
2524,864,48,2022-09-05,3
2525,144,91,2021-04-15,1
2526,16,85,2022-04-19,1
2527,302,52,2022-01-31,1
2528,423,84,2022-03-22,2
2529,245,68,2022-08-29,4
2530,927,11,2021-08-08,1
2531,107,77,2022-03-18,4
2532,88,73,2022-10-07,2
2533,129,4,2022-10-29,1
2534,907,76,2021-01-28,2
2535,887,73,2022-04-20,4
2536,341,77,2022-09-20,4
2537,4,48,2021-11-01,1
2538,327,26,2022-02-09,4
2539,410,77,2022-05-28,3
2540,879,39,2022-05-17,3
2541,306,92,2021-12-14,1
2542,908,58,2021-08-28,2
2543,607,19,2022-07-24,2
2544,721,88,2022-11-26,2
2545,225,83,2021-12-03,3
2546,971,77,2021-01-26,4
2547,348,77,2022-02-13,3
2548,992,58,2021-03-18,4
2549,321,28,2021-08-05,3
2550,559,66,2021-11-24,2
2551,988,10,2021-01-23,2
2552,181,86,2022-11-01,2
2553,618,77,2022-12-19,1
2554,711,58,2021-11-06,1
2555,386,73,2022-08-22,4
2556,618,97,2021-09-24,1
2557,792,14,2022-02-19,3
2558,772,84,2022-10-08,3
2559,108,15,2021-09-24,4
2560,531,96,2021-11-29,4
2561,410,33,2022-03-26,2
2562,971,17,2022-07-19,1
2563,296,24,2022-09-03,2
2564,818,30,2021-09-04,1
2565,171,62,2021-02-05,1
2566,331,13,2022-02-05,4
2567,493,62,2021-01-28,2
2568,195,47,2021-08-08,2
2569,12,16,2022-02-10,1
2570,195,66,2022-09-06,1
2571,490,81,2021-09-28,4
2572,795,96,2022-10-13,3
2573,881,43,2022-05-26,2
2574,182,8,2021-10-13,2
2575,962,3,2022-03-30,4
2576,817,12,2021-11-13,4
2577,656,84,2022-08-13,2
2578,898,16,2021-10-24,2
2579,316,78,2021-12-04,1
2580,694,80,2021-11-03,3
2581,30,59,2022-03-04,2
2582,596,49,2021-12-17,4
2583,678,63,2022-05-26,1
2584,796,62,2022-06-09,1
2585,793,49,2022-05-07,4
2586,96,51,2022-08-17,4
2587,381,33,2021-01-09,1
2588,778,30,2022-05-12,4
2589,444,59,2022-12-26,1
2590,298,76,2022-07-14,4
2591,808,15,2022-07-15,1
2592,737,82,2022-03-16,2
2593,845,92,2022-07-06,2
2594,361,23,2021-04-18,4
2595,374,78,2021-09-02,3
2596,554,94,2021-09-12,2
2597,303,97,2021-02-02,1
2598,421,45,2021-01-23,3
2599,246,62,2022-07-20,1
2600,720,79,2021-02-18,1
2601,237,71,2022-04-07,2
2602,534,15,2022-08-13,4
2603,185,46,2021-12-02,4
2604,468,64,2021-12-24,1
2605,754,46,2021-05-02,2
2606,363,56,2022-03-20,1
2607,283,44,2021-12-25,3
2608,553,75,2022-08-25,1
2609,336,29,2021-12-12,2
2610,162,95,2021-07-12,1
2611,160,62,2022-02-20,2
2612,474,89,2022-01-12,4
2613,601,52,2022-04-08,2
2614,322,54,2022-10-23,3
2615,12,88,2021-05-26,2
2616,424,57,2022-04-23,3
2617,73,83,2022-10-15,3
2618,588,66,2022-02-12,1
2619,858,22,2021-10-13,3
2620,201,20,2021-04-21,2
2621,522,33,2022-09-12,4
2622,864,72,2021-02-19,2
2623,505,25,2021-01-14,4
2624,738,46,2021-05-14,3
2625,688,73,2022-08-11,1
2626,788,98,2022-08-19,3
2627,39,57,2021-12-09,3
2628,60,87,2022-11-01,4
2629,578,5,2021-10-13,2
2630,321,55,2021-11-10,1
2631,435,61,2022-08-29,1
2632,636,89,2021-10-24,1
2633,676,8,2022-08-29,1
2634,408,16,2022-07-23,2
2635,923,48,2021-06-13,1
2636,386,61,2022-05-12,4
2637,671,15,2022-09-02,4
2638,569,65,2021-01-16,1
2639,78,22,2021-12-10,1
2640,194,3,2021-03-19,2
2641,285,54,2021-12-12,2
2642,527,14,2021-03-13,1
2643,524,36,2021-09-27,2
2644,613,82,2021-10-14,3
2645,156,82,2021-03-07,1
2646,340,67,2021-03-09,2
2647,125,10,2021-07-12,4
2648,871,49,2021-02-24,1
2649,280,65,2022-01-14,1
2650,917,91,2021-06-17,4
2651,906,57,2022-02-13,4
2652,622,27,2022-05-23,2
2653,846,75,2022-06-21,4
2654,869,5,2022-10-05,3
2655,658,71,2021-04-12,1
2656,728,83,2022-02-26,3
2657,910,57,2022-04-23,2
2658,674,93,2021-04-30,4
2659,128,15,2021-10-18,1
2660,314,99,2022-05-03,4
2661,332,76,2021-06-10,4
2662,150,30,2022-11-04,2
2663,454,20,2021-03-19,2
2664,36,37,2021-02-07,2
2665,685,3,2022-01-29,2
2666,420,73,2022-03-17,1
2667,22,41,2022-06-24,3
2668,206,39,2022-04-07,3
2669,639,26,2022-09-04,1
2670,848,2,2021-10-21,4
2671,957,23,2022-02-04,1
2672,356,23,2022-09-28,3
2673,440,85,2021-04-02,3
2674,729,16,2022-09-01,1
2675,96,9,2021-01-06,2
2676,929,13,2022-11-12,4
2677,941,28,2021-09-28,1
2678,164,27,2022-09-12,3
2679,148,51,2022-07-13,2
